feature,source,data_type,missing_count_full,missing_rate_full,unique_non_missing_full
INST_PAYMENT_RATIO_MEAN,installments,float64,11,3.577107810777501e-05,39348
INST_PAYMENT_RATIO_MIN,installments,float64,11,3.577107810777501e-05,2473
INST_RECORD_MISSING_RATE_MEAN,installments,float64,0,0.0,354
INST_TOTAL_PAYMENT_RATIO,installments,float64,3,9.755748574847729e-06,39862
INST_RECENT_12M_COUNT,installments,float64,74135,0.24108080686544547,91
INST_RECENT_12M_LATE_COUNT,installments,float32,74135,0.24108080686544547,44
INST_RECENT_12M_LATE_RATE,installments,float32,74165,0.24117836435119394,575
INST_RECENT_12M_DAYS_LATE_MAX,installments,float64,74165,0.24117836435119394,192
INST_RECENT_12M_UNDERPAID_COUNT,installments,float32,74135,0.24108080686544547,9
INST_RECENT_12M_UNDERPAID_RATE,installments,float32,74165,0.24117836435119394,77
INST_RECENT_12M_PAYMENT_RATIO_MEAN,installments,float64,74165,0.24117836435119394,22978
CC_HISTORY_AVAILABLE,credit_card,int8,0,0.0,2
CC_MONTH_COUNT,credit_card,float64,0,0.0,129
CC_OLDEST_MONTH,credit_card,float64,0,0.0,97
CC_LATEST_MONTH,credit_card,float64,0,0.0,6
CC_BALANCE_MEAN,credit_card,float64,0,0.0,59467
CC_BALANCE_MAX,credit_card,float64,0,0.0,56722
CC_CREDIT_LIMIT_MEAN,credit_card,float64,0,0.0,11196
CC_CREDIT_LIMIT_MAX,credit_card,float64,0,0.0,54
CC_UTILIZATION_MEAN,credit_card,float64,0,0.0,59105
CC_UTILIZATION_MAX,credit_card,float64,0,0.0,56150
CC_DRAWING_TOTAL,credit_card,float64,0,0.0,40377
CC_DRAWING_MEAN,credit_card,float64,0,0.0,49072
CC_ATM_DRAWING_TOTAL,credit_card,float64,0,0.0,5016
CC_POS_DRAWING_TOTAL,credit_card,float64,0,0.0,31662
CC_PAYMENT_TOTAL,credit_card,float64,0,0.0,52950
CC_PAYMENT_CURRENT_MEAN,credit_card,float64,0,0.0,56764
CC_MINIMUM_PAYMENT_MEAN,credit_card,float64,0,0.0,57391
CC_PAYMENT_BALANCE_RATIO_MEAN,credit_card,float64,0,0.0,58036
CC_PAYMENT_MINIMUM_RATIO_MEAN,credit_card,float64,0,0.0,58281
CC_DELINQUENT_MONTH_COUNT,credit_card,float64,0,0.0,91
CC_DELINQUENT_MONTH_RATE,credit_card,float64,0,0.0,1388
CC_SEVERE_DELINQUENT_MONTH_COUNT,credit_card,float64,0,0.0,86
CC_DPD_MAX,credit_card,float64,0,0.0,409
CC_DPD_DEF_MAX,credit_card,float64,0,0.0,52
CC_ACTIVE_MONTH_RATE,credit_card,float64,0,0.0,1006
CC_PAYMENT_BELOW_MINIMUM_RATE,credit_card,float64,0,0.0,824
CC_NEGATIVE_BALANCE_COUNT,credit_card,float64,0,0.0,9
CC_NEGATIVE_RECEIVABLE_COUNT,credit_card,float64,0,0.0,10
CC_BALANCE_WITHOUT_LIMIT_COUNT,credit_card,float64,0,0.0,55
CC_PAYMENT_INFO_AVAILABLE_RATE,credit_card,float64,0,0.0,611
CC_DRAWING_INFO_AVAILABLE_RATE,credit_card,float64,0,0.0,910
CC_RECORD_MISSING_RATE_MEAN,credit_card,float64,0,0.0,3493
CC_MATURE_INSTALLMENT_MAX,credit_card,float64,0,0.0,120
CC_RECENT_12M_COUNT,credit_card,float64,0,0.0,27
CC_RECENT_12M_BALANCE_MEAN,credit_card,float64,0,0.0,37900
CC_RECENT_12M_UTILIZATION_MEAN,credit_card,float64,0,0.0,37634
CC_RECENT_12M_UTILIZATION_MAX,credit_card,float64,0,0.0,36981
CC_RECENT_12M_DELINQUENT_COUNT,credit_card,float64,0,0.0,13
CC_RECENT_12M_DELINQUENT_RATE,credit_card,float64,0,0.0,52
CC_RECENT_12M_DPD_MAX,credit_card,float64,0,0.0,326
CC_RECENT_12M_PAYMENT_TOTAL,credit_card,float64,0,0.0,34435
CC_ACCOUNT_COUNT,credit_card,float64,0,0.0,5
POS_HISTORY_AVAILABLE,pos_cash,int8,0,0.0,2
POS_MONTH_COUNT,pos_cash,float64,0,0.0,228
POS_OLDEST_MONTH,pos_cash,float64,0,0.0,97
POS_LATEST_MONTH,pos_cash,float64,0,0.0,97
POS_TOTAL_INSTALLMENTS_MEAN,pos_cash,float64,0,0.0,52855
POS_TOTAL_INSTALLMENTS_MAX,pos_cash,float64,0,0.0,62
POS_FUTURE_INSTALLMENTS_MEAN,pos_cash,float64,0,0.0,79858
POS_FUTURE_INSTALLMENTS_MIN,pos_cash,float64,0,0.0,61
POS_COMPLETION_RATIO_MEAN,pos_cash,float64,0,0.0,79364
POS_COMPLETION_RATIO_MAX,pos_cash,float64,0,0.0,253
POS_DELINQUENT_MONTH_COUNT,pos_cash,float64,0,0.0,103
POS_DELINQUENT_MONTH_RATE,pos_cash,float64,0,0.0,7163
POS_SEVERE_DELINQUENT_MONTH_COUNT,pos_cash,float64,0,0.0,99
POS_DPD_MAX,pos_cash,float64,0,0.0,1919
POS_DPD_DEF_MAX,pos_cash,float64,0,0.0,200
POS_ACTIVE_MONTH_RATE,pos_cash,float64,0,0.0,38438
POS_COMPLETED_MONTH_RATE,pos_cash,float64,0,0.0,34077
POS_SCHEDULE_AVAILABLE_RATE,pos_cash,float64,0,0.0,682
POS_SCHEDULE_MISSING_COUNT,pos_cash,float64,0,0.0,27
POS_FUTURE_ABOVE_TOTAL_COUNT,pos_cash,float64,0,0.0,11
POS_COMPLETED_WITH_REMAINING_COUNT,pos_cash,float64,0,0.0,2
POS_ACTIVE_WITH_ZERO_FUTURE_COUNT,pos_cash,float64,0,0.0,100
POS_RECORD_MISSING_RATE_MEAN,pos_cash,float64,0,0.0,697
POS_LATEST_TOTAL_INSTALLMENTS,pos_cash,float64,0,0.0,1322
POS_LATEST_FUTURE_INSTALLMENTS,pos_cash,float64,0,0.0,773
POS_LATEST_COMPLETION_RATIO,pos_cash,float64,0,0.0,6101
POS_LATEST_DPD,pos_cash,float64,0,0.0,987
POS_LATEST_DPD_DEF,pos_cash,float64,0,0.0,136
POS_LATEST_IS_ACTIVE,pos_cash,float64,0,0.0,73
POS_LATEST_IS_COMPLETED,pos_cash,float64,0,0.0,73
POS_RECENT_12M_COUNT,pos_cash,float64,0,0.0,51
POS_RECENT_12M_DELINQUENT_COUNT,pos_cash,float64,0,0.0,21
POS_RECENT_12M_DELINQUENT_RATE,pos_cash,float64,0,0.0,450
POS_RECENT_12M_DPD_MAX,pos_cash,float64,0,0.0,886
POS_RECENT_12M_COMPLETION_RATIO_MEAN,pos_cash,float64,0,0.0,25139
POS_PREVIOUS_LOAN_COUNT,pos_cash,float64,0,0.0,26
FINAL_MISSING_COUNT,final_audit,int16,0,0.0,40
FINAL_MISSING_RATE,final_audit,float64,0,0.0,40
