feature,data_type,missing_count,missing_rate,unique_non_missing,pearson_target_correlation,absolute_correlation,decision,reason
CC_MINIMUM_PAYMENT_MEAN,float64,0,0.0,45925,0.040822570137289405,0.040822570137289405,Keep,Retain for cross-validated model-based feature selection
FLOORSMAX_MODE,float64,122513,0.4980041299469936,25,-0.04049672414033709,0.04049672414033709,Keep,Retain for cross-validated model-based feature selection
AMT_GOODS_PRICE,float64,220,0.0008942798608175344,913,-0.0399061760245743,0.0399061760245743,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_MICROLOAN,float64,0,0.0,179,0.039217302455799886,0.039217302455799886,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_CONSUMER_CREDIT,float64,0,0.0,306,-0.039216269565775216,0.039216269565775216,Keep,Retain for cross-validated model-based feature selection
PREV_CONTRACT_TYPE_RATE_REVOLVING_LOANS,float64,0,0.0,265,0.038840451333152226,0.038840451333152226,Keep,Retain for cross-validated model-based feature selection
CC_PAYMENT_BELOW_MINIMUM_RATE,float64,0,0.0,768,0.03882189518198421,0.03882189518198421,Keep,Retain for cross-validated model-based feature selection
PREV_DAYS_DECISION_MEAN,float64,0,0.0,53708,0.038387340332896994,0.038387340332896994,Keep,Retain for cross-validated model-based feature selection
BUREAU_OVERDUE_ACCOUNT_COUNT,float64,0,0.0,8,0.03763423159873412,0.03763423159873412,Keep,Retain for cross-validated model-based feature selection
PREV_RECENT_APPLICATION_COUNT,float64,0,0.0,53,0.037520071427832084,0.037520071427832084,Keep,Retain for cross-validated model-based feature selection
CC_BALANCE_MAX,float64,0,0.0,45597,0.03745672496080164,0.03745672496080164,Keep,Retain for cross-validated model-based feature selection
BUREAU_CLOSED_COUNT,float64,0,0.0,53,-0.037315085926289515,0.037315085926289515,Keep,Retain for cross-validated model-based feature selection
REGION_POPULATION_RELATIVE,float64,0,0.0,81,-0.037124822265195506,0.037124822265195506,Keep,Retain for cross-validated model-based feature selection
INST_RECENT_12M_UNDERPAID_COUNT,float32,59448,0.24165067802673085,9,0.03669338790898771,0.03669338790898771,Keep,Retain for cross-validated model-based feature selection
PREV_YIELD_GROUP_RATE_LOW_NORMAL,float64,0,0.0,308,-0.03658877799243668,0.03658877799243668,Keep,Retain for cross-validated model-based feature selection
POS_FUTURE_INSTALLMENTS_MEAN,float64,0,0.0,66712,0.03567034536665804,0.03567034536665804,Keep,Retain for cross-validated model-based feature selection
CC_DRAWING_MEAN,float64,0,0.0,39684,0.035508560664913716,0.035508560664913716,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_ANNUITY_MEAN,float64,817,0.0033210302103996617,213006,-0.03458602317742045,0.03458602317742045,Keep,Retain for cross-validated model-based feature selection
APP_SOCIAL_DEF_TOTAL,float64,798,0.0032437969496926927,15,0.03436070106468794,0.03436070106468794,Keep,Retain for cross-validated model-based feature selection
POS_DELINQUENT_MONTH_RATE,float64,0,0.0,6133,0.03427660973101146,0.03427660973101146,Keep,Retain for cross-validated model-based feature selection
APP_CREDIT_GOODS_DIFFERENCE,float64,220,0.0008942798608175344,2722,0.03427487197825051,0.03427487197825051,Keep,Retain for cross-validated model-based feature selection
DEF_30_CNT_SOCIAL_CIRCLE,float64,798,0.0032437969496926927,10,0.03367154042331497,0.03367154042331497,Keep,Retain for cross-validated model-based feature selection
POS_PREVIOUS_LOAN_COUNT,float64,0,0.0,25,-0.03367082827990978,0.03367082827990978,Keep,Retain for cross-validated model-based feature selection
CC_DRAWING_INFO_AVAILABLE_RATE,float64,0,0.0,843,0.03345264266085236,0.03345264266085236,Keep,Retain for cross-validated model-based feature selection
LIVE_CITY_NOT_WORK_CITY,int64,0,0.0,2,0.032773398221876256,0.032773398221876256,Keep,Retain for cross-validated model-based feature selection
DEF_60_CNT_SOCIAL_CIRCLE,float64,798,0.0032437969496926927,9,0.032543388241792925,0.032543388241792925,Keep,Retain for cross-validated model-based feature selection
INST_SEVERELY_LATE_RATE,float32,7,2.845435920783064e-05,857,0.03230989827567674,0.03230989827567674,Keep,Retain for cross-validated model-based feature selection
POS_RECENT_12M_DELINQUENT_COUNT,float64,0,0.0,20,0.03188175640076478,0.03188175640076478,Keep,Retain for cross-validated model-based feature selection
APP_CREDIT_ANNUITY_RATIO,float64,10,4.06490845826152e-05,35703,-0.03184937666099052,0.03184937666099052,Keep,Retain for cross-validated model-based feature selection
PREV_PAYMENT_TERM_MAX,float64,333,0.001353614516601086,42,0.031818972808836825,0.031818972808836825,Keep,Retain for cross-validated model-based feature selection
INST_LATE_COUNT,float32,0,0.0,91,0.03151313595612556,0.03151313595612556,Keep,Retain for cross-validated model-based feature selection
PREV_PAYMENT_TERM_MEAN,float64,333,0.001353614516601086,2631,0.03148526556544337,0.03148526556544337,Keep,Retain for cross-validated model-based feature selection
BUREAU_HISTORY_AVAILABLE,int8,0,0.0,2,-0.03133533707325985,0.03133533707325985,Keep,Retain for cross-validated model-based feature selection
TOTALAREA_MODE,float64,118847,0.48310217553900686,5000,-0.031244970443690786,0.031244970443690786,Keep,Retain for cross-validated model-based feature selection
APP_SOCIAL_DEFAULT_RATIO,float64,798,0.0032437969496926927,129,0.031055634582930647,0.031055634582930647,Keep,Retain for cross-validated model-based feature selection
BUREAU_DELINQUENT_RATE_MEAN,float64,0,0.0,12122,0.031008245670130677,0.031008245670130677,Keep,Retain for cross-validated model-based feature selection
AMT_CREDIT,float64,0,0.0,5269,-0.030590532956507595,0.030590532956507595,Keep,Retain for cross-validated model-based feature selection
POS_RECENT_12M_DELINQUENT_RATE,float64,0,0.0,409,0.030533858926561536,0.030533858926561536,Keep,Retain for cross-validated model-based feature selection
POS_MONTH_COUNT,float64,0,0.0,222,-0.030506317725193684,0.030506317725193684,Keep,Retain for cross-validated model-based feature selection
FINAL_MISSING_COUNT,int16,0,0.0,39,0.030284099116855635,0.030284099116855635,Keep,Retain for cross-validated model-based feature selection
FINAL_MISSING_RATE,float64,0,0.0,39,0.03028409911685545,0.03028409911685545,Keep,Retain for cross-validated model-based feature selection
FLAG_DOCUMENT_6,int64,0,0.0,2,-0.030012480183699328,0.030012480183699328,Keep,Retain for cross-validated model-based feature selection
FLAG_WORK_PHONE,int64,0,0.0,2,0.02912777021236494,0.02912777021236494,Keep,Retain for cross-validated model-based feature selection
INST_SPLIT_PAYMENT_COUNT,float64,0,0.0,64,0.028905627201717063,0.028905627201717063,Keep,Retain for cross-validated model-based feature selection
POS_TOTAL_INSTALLMENTS_MEAN,float64,0,0.0,44505,0.028513064444476276,0.028513064444476276,Keep,Retain for cross-validated model-based feature selection
EXT_SOURCE_COUNT,int8,0,0.0,4,-0.02836482091006938,0.02836482091006938,Keep,Retain for cross-validated model-based feature selection
BUREAU_RECENT_12M_DELINQUENT_RATE_MAX,float64,0,0.0,59,0.02835383542520901,0.02835383542520901,Keep,Retain for cross-validated model-based feature selection
CC_PAYMENT_INFO_AVAILABLE_RATE,float64,0,0.0,564,0.028002787343803022,0.028002787343803022,Keep,Retain for cross-validated model-based feature selection
BUREAU_OVERDUE_ACCOUNT_RATE,float64,0,0.0,62,0.027764691302733988,0.027764691302733988,Keep,Retain for cross-validated model-based feature selection
PREV_YIELD_GROUP_RATE_LOW_ACTION,float64,0,0.0,219,-0.02754782296628493,0.02754782296628493,Keep,Retain for cross-validated model-based feature selection
INST_UNDERPAID_COUNT,float32,0,0.0,9,0.027480038721899174,0.027480038721899174,Keep,Retain for cross-validated model-based feature selection
INST_RECENT_12M_COUNT,float64,59448,0.24165067802673085,89,0.027200315947279976,0.027200315947279976,Keep,Retain for cross-validated model-based feature selection
PREV_CREDIT_ABOVE_APPLICATION_RATE,float64,0,0.0,380,0.02589132360832383,0.02589132360832383,Keep,Retain for cross-validated model-based feature selection
POS_RECENT_12M_COMPLETION_RATIO_MEAN,float64,0,0.0,21674,0.02588536658933269,0.02588536658933269,Keep,Retain for cross-validated model-based feature selection
INST_PREVIOUS_LOAN_COUNT,float64,0,0.0,26,-0.025674960241604365,0.025674960241604365,Keep,Retain for cross-validated model-based feature selection
PREV_ANNUITY_MEAN,float64,335,0.0013617443335176092,217604,-0.025278580829411083,0.025278580829411083,Keep,Retain for cross-validated model-based feature selection
PREV_ESTIMATED_INTEREST_MEAN,float64,335,0.0013617443335176092,223533,0.02488155140358711,0.02488155140358711,Keep,Retain for cross-validated model-based feature selection
PREV_CLIENT_TYPE_RATE_NEW,float64,0,0.0,155,0.02487543260023769,0.02487543260023769,Keep,Retain for cross-validated model-based feature selection
INST_OVERPAID_COUNT,float32,0,0.0,34,-0.024846368330717843,0.024846368330717843,Keep,Retain for cross-validated model-based feature selection
CC_RECORD_MISSING_RATE_MEAN,float64,0,0.0,3155,-0.02465970104685955,0.02465970104685955,Keep,Retain for cross-validated model-based feature selection
CC_ATM_DRAWING_TOTAL,float64,0,0.0,4580,0.024235537271774688,0.024235537271774688,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_COUNT,float64,0,0.0,26,-0.0239810029813003,0.0239810029813003,Keep,Retain for cross-validated model-based feature selection
PREV_CLIENT_TYPE_RATE_REFRESHED,float64,0,0.0,160,-0.023761242636415943,0.023761242636415943,Keep,Retain for cross-validated model-based feature selection
INST_OVERPAID_RATE,float32,7,2.845435920783064e-05,1183,-0.023704990667047704,0.023704990667047704,Keep,Retain for cross-validated model-based feature selection
PREV_ZERO_APPLICATION_RATE,float64,0,0.0,365,0.02358005950413808,0.02358005950413808,Keep,Retain for cross-validated model-based feature selection
HOUR_APPR_PROCESS_START,int64,0,0.0,24,-0.023499728160722298,0.023499728160722298,Keep,Retain for cross-validated model-based feature selection
INST_DAYS_EARLY_MEAN,float64,7,2.845435920783064e-05,48687,-0.023401564051777426,0.023401564051777426,Keep,Retain for cross-validated model-based feature selection
INST_PAYMENT_DIFFERENCE_MAX,float64,7,2.845435920783064e-05,1903,0.023200199069100057,0.023200199069100057,Keep,Retain for cross-validated model-based feature selection
FLAG_PHONE,int64,0,0.0,2,-0.023144587616372538,0.023144587616372538,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_CREDIT_MAX,float64,815,0.0033129003934831386,53540,-0.022793030681739136,0.022793030681739136,Keep,Retain for cross-validated model-based feature selection
PREV_APPLICATION_COUNT,float64,0,0.0,65,0.022728840949089755,0.022728840949089755,Keep,Retain for cross-validated model-based feature selection
PREV_CONTRACT_TYPE_RATE_CONSUMER_LOANS,float64,0,0.0,346,-0.02270786935859046,0.02270786935859046,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_CREDIT_TOTAL,float64,815,0.0033129003934831386,148423,-0.022519904151420616,0.022519904151420616,Keep,Retain for cross-validated model-based feature selection
INST_RECENT_12M_UNDERPAID_RATE,float32,59471,0.24174417092127085,73,0.022197355110368716,0.022197355110368716,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_SUM_MAX,float64,1,4.0649084582615195e-06,54807,-0.02217953708873791,0.02217953708873791,Keep,Retain for cross-validated model-based feature selection
APP_CONTACT_COUNT,int64,0,0.0,6,0.02185169343623369,0.02185169343623369,Keep,Retain for cross-validated model-based feature selection
BUREAU_RECENT_12M_DELINQUENT_COUNT,float64,0,0.0,58,0.021821587860051003,0.021821587860051003,Keep,Retain for cross-validated model-based feature selection
INST_INSTALLMENT_COUNT,float64,0,0.0,304,-0.021566696457563952,0.021566696457563952,Keep,Retain for cross-validated model-based feature selection
PREV_ANNUITY_MAX,float64,335,0.0013617443335176092,122727,-0.021379267658291463,0.021379267658291463,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_SUM_MEAN,float64,1,4.0649084582615195e-06,170062,-0.021284534414739785,0.021284534414739785,Keep,Retain for cross-validated model-based feature selection
APP_CHILDREN_FAMILY_RATIO,float64,1,4.0649084582615195e-06,17,0.0209888430583545,0.0209888430583545,Keep,Retain for cross-validated model-based feature selection
INST_PAID_AMOUNT_TOTAL,float64,0,0.0,230664,-0.020865921426130998,0.020865921426130998,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_MORTGAGE,float64,0,0.0,73,-0.020804186090629225,0.020804186090629225,Keep,Retain for cross-validated model-based feature selection
INST_SEVERELY_LATE_COUNT,float32,0,0.0,38,0.020654687082271944,0.020654687082271944,Keep,Retain for cross-validated model-based feature selection
POS_LATEST_FUTURE_INSTALLMENTS,float64,0,0.0,748,0.02051864193869367,0.02051864193869367,Keep,Retain for cross-validated model-based feature selection
PREV_CANCELED_COUNT,float64,0,0.0,39,0.020500710991396946,0.020500710991396946,Keep,Retain for cross-validated model-based feature selection
APP_HAS_CHILDREN,int8,0,0.0,2,0.0204517501063509,0.0204517501063509,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_CAR_LOAN,float64,0,0.0,96,-0.020433249138213105,0.020433249138213105,Keep,Retain for cross-validated model-based feature selection
APP_HAS_RECENT_ENQUIRY,int8,0,0.0,2,-0.020356008998419387,0.020356008998419387,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_CREDIT_MEAN,float64,815,0.0033129003934831386,156280,-0.019892480016520105,0.019892480016520105,Keep,Retain for cross-validated model-based feature selection
POS_FUTURE_INSTALLMENTS_MIN,float64,0,0.0,61,0.019540154306937167,0.019540154306937167,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_TYPE_RATE_CREDIT_CARD,float64,0,0.0,281,0.01950571951644967,0.01950571951644967,Keep,Retain for cross-validated model-based feature selection
CC_PAYMENT_CURRENT_MEAN,float64,0,0.0,45626,0.019408300759597208,0.019408300759597208,Keep,Retain for cross-validated model-based feature selection
INST_SCHEDULED_AMOUNT_TOTAL,float64,0,0.0,230619,-0.019059118966856185,0.019059118966856185,Keep,Retain for cross-validated model-based feature selection
CNT_CHILDREN,int64,0,0.0,15,0.01885393328764945,0.01885393328764945,Keep,Retain for cross-validated model-based feature selection
PREV_CREDIT_APPLICATION_DIFFERENCE_MEAN,float64,0,0.0,128847,0.018794804422471247,0.018794804422471247,Keep,Retain for cross-validated model-based feature selection
BUREAU_MAX_DELINQUENCY_LEVEL,float32,0,0.0,6,0.01870568271987143,0.01870568271987143,Keep,Retain for cross-validated model-based feature selection
INST_PAYMENT_DIFFERENCE_TOTAL,float64,0,0.0,23625,0.01870488588117869,0.01870488588117869,Keep,Retain for cross-validated model-based feature selection
POS_RECORD_MISSING_RATE_MEAN,float64,0,0.0,628,0.01839932535567683,0.01839932535567683,Keep,Retain for cross-validated model-based feature selection
INST_MISSING_PAYMENT_COUNT,float64,0,0.0,25,0.018394389296069954,0.018394389296069954,Keep,Retain for cross-validated model-based feature selection
AMT_REQ_CREDIT_BUREAU_YEAR,float64,33196,0.13493870118044943,25,0.018393242167652552,0.018393242167652552,Keep,Retain for cross-validated model-based feature selection
PREV_CONTRACT_TYPE_RATE_CASH_LOANS,float64,0,0.0,378,0.018156710223247642,0.018156710223247642,Keep,Retain for cross-validated model-based feature selection
PREV_HISTORY_AVAILABLE,int8,0,0.0,2,0.01794374739470141,0.01794374739470141,Keep,Retain for cross-validated model-based feature selection
PREV_APPROVED_TERM_MEAN,float64,815,0.0033129003934831386,1262,0.017794749921665617,0.017794749921665617,Keep,Retain for cross-validated model-based feature selection
INST_PAYMENT_ENTRY_COUNT,float64,0,0.0,317,-0.017756590555718325,0.017756590555718325,Keep,Retain for cross-validated model-based feature selection
CC_DRAWING_TOTAL,float64,0,0.0,32778,0.01768672876620891,0.01768672876620891,Keep,Retain for cross-validated model-based feature selection
BUREAU_MONTH_RECORD_COUNT,float64,0,0.0,1066,-0.017615740002891792,0.017615740002891792,Keep,Retain for cross-validated model-based feature selection
INST_PAYMENT_DIFFERENCE_MEAN,float64,7,2.845435920783064e-05,30609,0.017608170278272696,0.017608170278272696,Keep,Retain for cross-validated model-based feature selection
INST_HISTORY_AVAILABLE,int8,0,0.0,2,0.01736765506058535,0.01736765506058535,Keep,Retain for cross-validated model-based feature selection
CC_RECENT_12M_PAYMENT_TOTAL,float64,0,0.0,27917,0.017252870791899907,0.017252870791899907,Keep,Retain for cross-validated model-based feature selection
APP_DOCUMENT_COUNT,int64,0,0.0,3,0.01709524699317047,0.01709524699317047,Keep,Retain for cross-validated model-based feature selection
BUREAU_CREDIT_SUM_TOTAL,float64,0,0.0,167244,-0.01688262488976895,0.01688262488976895,Keep,Retain for cross-validated model-based feature selection
CC_NEGATIVE_RECEIVABLE_COUNT,float64,0,0.0,10,-0.016730027012522034,0.016730027012522034,Keep,Retain for cross-validated model-based feature selection
CC_OLDEST_MONTH,float64,0,0.0,97,0.016502511018622996,0.016502511018622996,Keep,Retain for cross-validated model-based feature selection
PREV_APPLICATION_AMOUNT_MEAN,float64,0,0.0,158898,-0.016478909552146422,0.016478909552146422,Keep,Retain for cross-validated model-based feature selection
CC_MONTH_COUNT,float64,0,0.0,126,-0.01639402251464038,0.01639402251464038,Keep,Retain for cross-validated model-based feature selection
BUREAU_RECORD_MISSING_RATE_MEAN,float64,0,0.0,655,0.016191289303038623,0.016191289303038623,Keep,Retain for cross-validated model-based feature selection
INST_DAYS_EARLY_MAX,float64,7,2.845435920783064e-05,395,-0.01605517653192277,0.01605517653192277,Keep,Retain for cross-validated model-based feature selection
POS_TOTAL_INSTALLMENTS_MAX,float64,0,0.0,60,0.015174740739494975,0.015174740739494975,Keep,Retain for cross-validated model-based feature selection
APP_BUSINESS_HOURS_APPLICATION,int8,0,0.0,2,-0.01491877539250489,0.01491877539250489,Keep,Retain for cross-validated model-based feature selection
INST_MISSING_PAYMENT_RATE,float64,0,0.0,289,0.014248438552504952,0.014248438552504952,Keep,Retain for cross-validated model-based feature selection
INST_RECORD_MISSING_RATE_MEAN,float64,0,0.0,314,0.014248438552504693,0.014248438552504693,Keep,Retain for cross-validated model-based feature selection
PREV_CANCELED_RATE,float64,0,0.0,336,0.014200381531591704,0.014200381531591704,Keep,Retain for cross-validated model-based feature selection
INST_UNDERPAID_RATE,float32,7,2.845435920783064e-05,221,0.013933369517794012,0.013933369517794012,Keep,Retain for cross-validated model-based feature selection
CC_ACTIVE_MONTH_RATE,float64,0,0.0,941,0.013690926928704359,0.013690926928704359,Keep,Retain for cross-validated model-based feature selection
POS_HISTORY_AVAILABLE,int8,0,0.0,2,0.01339991600021978,0.01339991600021978,Keep,Retain for cross-validated model-based feature selection
PREV_ANNUITY_CREDIT_RATIO_MEAN,float64,335,0.0013617443335176092,222448,-0.01332547090138786,0.01332547090138786,Keep,Retain for cross-validated model-based feature selection
