feature,missing_count,missing_rate,unique_non_missing,pearson_target_correlation,absolute_correlation,decision,reason
BUREAU_DAYS_OVERDUE_MAX,35200,0.1430847777308055,741,0.005049551237600257,0.005049551237600257,Keep,Retain for global cross-validated feature selection
BUREAU_CREDIT_TYPE_RATE_UNKNOWN_TYPE_OF_LOAN,35200,0.1430847777308055,38,-0.00408207486127986,0.00408207486127986,Keep,Retain for global cross-validated feature selection
BUREAU_ACCOUNT_COUNT,35200,0.1430847777308055,60,0.0035653272930911005,0.0035653272930911005,Keep,Retain for global cross-validated feature selection
BUREAU_PROLONG_TOTAL,35200,0.1430847777308055,10,0.0032912288308732424,0.0032912288308732424,Keep,Retain for global cross-validated feature selection
BUREAU_CREDIT_TYPE_RATE_OTHER_RARE_CREDIT,35200,0.1430847777308055,21,-0.0027992618416129585,0.0027992618416129585,Keep,Retain for global cross-validated feature selection
BUREAU_CREDIT_TYPE_RATE_LOAN_FOR_BUSINESS_DEVELOPMENT,35200,0.1430847777308055,55,-0.0026303486642908504,0.0026303486642908504,Keep,Retain for global cross-validated feature selection
BUREAU_DEBT_CREDIT_RATIO_MEAN,42179,0.17145377386101265,144079,0.002597388067928441,0.002597388067928441,Keep,Retain for global cross-validated feature selection
BUREAU_OVERDUE_INCONSISTENCY_COUNT,35200,0.1430847777308055,3,0.00237994616409582,0.00237994616409582,Keep,Retain for global cross-validated feature selection
BUREAU_DEBT_MAX,41170,0.16735228122662676,116145,-0.001999561531807897,0.001999561531807897,Keep,Retain for global cross-validated feature selection
BUREAU_CREDIT_TYPE_RATE_LOAN_FOR_WORKING_CAPITAL_REPLENISHMENT,35200,0.1430847777308055,38,0.0017019866437219951,0.0017019866437219951,Keep,Retain for global cross-validated feature selection
BUREAU_CREDIT_TYPE_RATE_ANOTHER_TYPE_OF_LOAN,35200,0.1430847777308055,37,-0.0007072700712783448,0.0007072700712783448,Keep,Retain for global cross-validated feature selection
BUREAU_TOTAL_OVERDUE_DEBT_RATIO,96826,0.39358882637962994,2412,0.0004904723370771953,0.0004904723370771953,Keep,Retain for global cross-validated feature selection
BUREAU_DEBT_CREDIT_RATIO_MAX,42179,0.17145377386101265,122597,0.00018160605881359357,0.00018160605881359357,Keep,Retain for global cross-validated feature selection
BUREAU_DEBT_MEAN,41170,0.16735228122662676,137593,-5.004621402128926e-06,5.004621402128926e-06,Keep,Retain for global cross-validated feature selection
